21,1,0,0,0,0,0,0,4,0,5,8,0
2,0,0,0,0,2,3,2,0,x,7,11,0
0,0,0,0,2,2,4,0,0,1,9,15,2
22,0,4,0,0,0,1,1,0,2,8,10,0
5,0,0,0,0,0,0,0,0,2,2,7,1
23,0,0,0,2,0,0,3,1,x,6,8,0
15,3,0,0,2,2,0,0,0,1,8,8,0
27,0,0,0,0,1,0,0,0,0,1,7,1
25,0,0,0,0,0,0,0,0,0,0,3,0
1,0,0,0,3,1,0,0,1,x,5,8,0
26,0,2,1,3,0,0,0,0,0,6,10,0
19,0,3,0,0,0,1,0,0,0,4,8,1
7,0,1,1,0,0,0,0,0,0,3,11,1
11,0,0,0,0,0,0,0,0,2,5,14,2
8,1,0,0,1,2,0,0,0,0,4,8,0
12,0,0,0,0,0,0,1,2,0,3,5,0
4,1,0,0,1,1,0,0,0,0,3,6,1
18,0,2,1,0,1,0,0,0,x,4,8,1
10,0,0,1,0,0,0,1,0,0,2,5,1
20,1,0,2,0,0,0,0,0,x,3,8,0
17,2,0,0,0,0,0,2,0,1,5,14,1
16,0,0,0,0,1,0,0,0,2,3,4,0
13,0,0,0,0,0,0,0,0,0,2,4,0
14,1,0,0,0,1,0,0,0,1,3,13,1
28,0,0,0,0,3,1,0,0,0,4,8,1
29,2,0,1,2,0,0,0,0,x,5,9,1
6,0,1,1,0,0,0,0,0,0,2,6,0
9,0,0,0,1,0,0,1,1,x,3,4,1
21,3,3,0,0,0,0,0,0,0,6,9,0
2,0,0,0,0,0,0,0,0,0,0,3,2
26,0,0,0,0,1,0,0,0,1,6,7,0
19,0,0,0,0,3,1,0,1,0,5,7,1
15,0,0,0,0,1,0,0,0,1,2,8,0
27,1,0,0,0,0,0,0,0,2,3,7,0
25,0,0,0,3,0,0,0,0,0,3,6,1
1,0,1,5,0,1,0,0,2,x,9,17,0
0,1,0,0,2,0,0,0,0,0,3,8,1
22,0,2,0,0,1,0,0,1,x,4,7,2
5,0,0,0,1,0,0,0,0,1,2,5,0
23,0,0,0,0,0,0,0,0,0,0,3,1
7,2,0,0,2,0,2,0,1,0,7,11,2
11,2,0,1,0,0,0,0,0,0,3,6,0
8,0,0,1,0,0,0,0,0,0,1,5,0
12,0,0,0,0,2,0,1,0,x,3,6,0
17,0,0,0,0,0,0,0,4,0,4,8,0
16,0,1,0,0,0,0,0,0,2,3,7,1
13,5,0,1,0,0,0,0,1,0,7,13,0
10,0,0,0,0,0,0,0,0,0,0,3,1
25,1,0,0,2,1,0,x,x,x,4,6,1
14,0,2,1,2,0,2,x,x,x,7,14,1
21,1,0,0,0,0,1,0,2,1,5,10,0
27,0,0,1,0,0,0,0,0,1,2,7,0
5,0,1,0,0,0,0,0,4,0,5,7,1
0,0,0,0,0,0,1,0,0,0,1,4,0
15,0,0,0,0,1,0,0,0,0,1,6,1
19,3,1,0,0,1,0,1,0,x,6,10,0
23,0,0,0,0,0,1,3,1,0,5,9,0
22,0,0,0,0,0,0,0,0,0,0,5,1
7,0,1,0,2,0,2,1,0,2,9,16,0
8,0,0,4,0,0,1,0,0,0,7,13,0
4,0,0,0,0,0,1,0,0,1,2,6,0
2,0,0,1,2,0,0,0,0,x,3,10,0
17,0,1,2,0,0,0,1,0,0,4,8,0
24,0,0,0,1,0,0,2,0,0,3,7,1
9,0,0,0,1,0,0,0,0,1,3,11,1
18,0,0,1,0,0,0,0,0,0,2,8,0
20,0,0,0,0,0,0,0,0,3,3,6,0
16,0,0,0,0,0,0,0,0,0,0,1,1
28,0,0,0,0,2,0,3,1,0,6,10,0
6,0,3,2,0,3,0,0,0,x,8,9,1
29,0,2,0,0,0,0,2,0,1,5,8,1
3,3,0,1,0,0,2,1,0,x,7,12,0
13,0,0,0,0,0,0,0,0,0,0,3,0
10,0,1,0,1,0,0,0,3,x,5,9,0
25,2,0,0,0,3,0,0,0,1,6,9,1
14,1,1,0,0,0,0,0,3,0,5,8,2
21,2,0,3,0,0,1,3,2,0,11,12,0
27,0,0,0,0,0,0,0,1,0,1,9,1
12,0,0,0,0,1,0,0,0,0,1,5,3
26,2,0,2,2,0,0,2,0,x,8,10,0
5,0,1,0,0,0,0,0,0,2,3,5,1
0,0,4,0,0,0,0,0,0,x,4,9,0
15,0,0,0,0,0,0,7,0,0,7,10,0
19,0,0,0,0,0,0,0,0,0,0,5,0
23,0,0,0,2,0,0,0,0,0,2,5,0
22,0,1,0,0,0,0,0,0,0,1,7,0
1,1,0,1,1,0,0,0,1,0,4,11,0
11,0,0,0,2,3,0,0,0,x,5,9,2
7,0,0,0,0,3,0,0,0,0,3,8,0
8,0,0,0,0,0,0,0,0,0,0,6,0
13,0,0,0,0,0,0,0,1,0,1,4,1
10,1,0,0,0,1,0,0,0,x,2,5,1
4,0,2,0,0,0,0,0,0,0,2,3,1
2,0,0,1,0,0,0,0,0,0,1,4,1
17,0,1,0,1,0,1,0,0,0,3,9,0
24,0,0,0,0,0,0,0,0,1,4,9,0
9,0,0,0,3,0,0,0,2,0,5,11,2
18,0,1,0,0,0,0,0,1,0,2,6,1
20,0,0,0,0,0,2,1,0,0,3,7,0
16,3,2,0,0,1,1,0,0,x,7,12,0
28,0,0,1,0,0,1,0,0,1,3,9,1
6,0,0,0,0,0,0,0,0,2,2,10,0
29,0,0,0,0,0,1,0,0,0,1,7,2
3,0,2,0,0,0,0,0,0,x,2,6,1
14,0,1,0,0,0,3,0,0,1,5,12,1
25,0,0,0,1,3,1,4,1,x,10,13,0
5,0,0,0,2,0,0,0,3,0,5,8,0
0,0,3,0,0,0,0,2,0,1,6,9,0
23,0,0,0,1,0,0,0,2,0,3,5,1
22,2,2,0,0,0,0,0,1,x,5,9,0
21,0,0,2,0,0,0,0,0,0,4,14,0
27,0,1,0,0,1,0,0,0,1,5,10,0
12,0,0,0,1,2,0,0,0,2,5,10,1
26,0,1,2,0,0,0,0,0,0,3,7,2
15,1,0,1,0,1,0,0,0,0,3,7,0
19,0,0,0,0,1,0,0,0,0,1,5,0
1,0,0,0,0,0,0,1,1,0,2,8,0
11,0,4,3,1,0,0,0,0,x,8,12,1
7,0,0,0,0,0,0,2,0,0,2,7,0
8,0,0,0,0,0,0,1,0,0,1,7,0
4,2,0,3,0,2,0,0,0,3,10,15,1
2,0,0,0,3,2,0,2,0,0,7,8,0
20,1,0,1,6,0,0,0,1,3,12,15,3
16,5,0,0,0,0,2,1,0,0,8,15,1
13,0,0,0,0,2,0,0,0,1,3,6,0
10,0,0,0,0,0,0,1,0,1,2,5,0
17,2,0,0,0,0,0,0,0,0,2,4,0
24,1,0,0,0,0,0,1,1,x,3,10,0
9,0,0,0,1,1,0,2,2,1,7,10,1
18,0,1,0,1,0,0,1,0,0,3,8,0
28,0,0,0,0,0,0,0,0,0,0,5,1
6,1,0,0,3,0,0,0,0,x,4,10,1
29,1,0,0,1,0,0,0,2,0,4,7,1
3,3,1,1,0,1,0,1,0,x,7,14,0
14,2,0,1,0,0,0,1,2,2,8,11,0
25,1,0,0,0,0,0,0,0,0,1,5,1
12,0,0,0,0,0,0,0,0,1,2,9,1
26,0,0,0,0,0,0,0,0,0,1,11,3
15,1,0,0,0,0,0,0,0,0,1,2,0
19,3,1,0,0,1,0,0,0,x,5,9,0
7,1,0,1,1,0,0,0,0,3,6,10,0
8,0,0,2,0,0,0,0,0,0,2,3,1
23,2,2,0,1,0,4,4,0,3,16,18,0
0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,1,0,2,0,0,8,0,0,11,11,0
11,0,0,0,0,0,0,0,1,0,1,5,0
20,0,2,0,1,0,0,0,0,0,3,9,1
18,0,2,0,0,1,1,0,2,x,6,10,1
9,1,3,0,0,2,0,0,0,2,8,14,0
17,0,0,1,0,0,1,1,2,0,5,8,2
2,1,0,0,0,0,0,1,0,0,2,6,0
28,0,0,0,0,0,1,0,0,0,1,4,0
3,0,0,0,0,0,0,0,0,0,0,5,1
10,0,1,1,0,0,3,0,0,x,5,7,0
16,2,1,1,1,0,0,0,0,1,6,15,1
29,0,0,0,0,0,0,1,0,1,2,6,0
24,0,0,0,1,0,1,0,0,0,2,5,0
6,3,1,0,0,0,0,0,0,x,4,8,0
4,0,0,0,0,0,0,0,0,3,5,10,0
13,0,0,1,1,0,0,0,0,0,2,6,0
14,0,0,0,1,0,0,2,1,0,4,8,0
15,4,0,3,0,1,0,0,0,x,8,9,1
23,0,1,0,3,0,0,0,0,4,8,9,0
0,0,0,0,0,0,1,0,0,0,1,5,1
21,0,4,0,1,0,0,1,0,0,6,10,1
26,0,2,0,0,0,0,1,0,0,3,10,1
27,0,0,0,1,3,0,1,0,0,5,10,0
25,1,0,0,0,0,0,0,0,1,2,6,0
12,3,0,0,0,2,0,0,0,0,5,8,0
5,0,1,0,3,0,0,1,2,x,7,9,1
1,0,3,2,0,0,0,2,1,0,8,13,1
7,0,1,1,2,0,0,0,3,0,7,15,1
19,0,0,0,1,0,0,0,0,0,1,8,0
8,3,0,0,0,3,2,0,0,x,8,14,1
22,0,0,0,1,0,0,0,0,0,1,6,1
11,1,0,1,1,0,0,1,0,x,4,9,0
20,0,0,0,1,1,0,0,0,0,2,6,2
18,1,0,0,0,0,0,1,0,1,3,7,0
9,1,0,0,1,0,0,1,0,0,3,7,1
17,2,3,0,0,1,1,1,1,x,9,13,0
2,3,0,5,0,0,0,2,0,0,10,15,1
28,0,0,0,0,1,0,0,0,0,1,2,1
3,0,0,0,0,1,0,1,0,0,3,7,0
10,0,0,0,0,0,2,0,0,1,4,11,1
16,1,0,0,0,0,1,0,1,0,3,9,0
29,0,1,0,0,4,0,0,3,x,8,12,1
24,0,2,1,4,0,0,0,0,1,8,14,1
6,0,2,0,0,1,0,0,0,0,3,7,0
4,0,1,0,0,0,1,0,0,0,2,6,1
13,0,0,1,0,0,2,0,1,x,4,7,0
14,0,0,0,0,0,0,0,0,0,0,2,0
15,2,0,0,0,0,0,0,0,x,2,7,0
27,0,0,3,3,0,1,0,0,3,10,13,0
25,1,0,3,0,0,0,0,2,0,6,10,1
21,2,0,0,2,0,0,1,0,3,8,15,0
26,0,0,1,0,0,0,1,0,0,2,10,1
23,0,1,0,0,2,0,2,0,0,5,7,2
0,0,0,0,2,0,7,2,2,x,13,15,1
12,1,2,0,0,0,1,0,0,0,4,10,1
5,0,0,0,0,0,0,1,0,0,1,6,0
